Social Media,Favorite song,Calories,Coffees,USERID
121.06,Drake-Gods_Plan,443.97,8.77,102988
116.99,Drake-Gods_Plan,335.66,11.57,102989
122.89,Other,355.92,13.57,102990
117.01,ACDC-ThunderStruck,315.54,9.55,102991
119.22,Camila_Cabello-Havana,308.52,14.88,102992
119.11,ACDC-ThunderStruck,426.64,11.85,102993
116.77,Ed_Sheeran-Perfect,200.79,12.41,102994
115.97,Drake-Gods_Plan,515.03,6.96,102995
121.53,Drake-Gods_Plan,408.08,9.7,102996
116.93,Other,244.2,14.02,102997
117.74,Ed_Sheeran-Perfect,435.47,9.05,102998
115.92,Camila_Cabello-Havana,332.99,14.32,102999
123.19,Drake-Gods_Plan,391.95,15.2,103000
121.06,Mozart-Die_Zauberflote,340.91,13.85,103001
118.76,Camila_Cabello-Havana,415.69,11.96,103002
121.78,Ed_Sheeran-Perfect,464.29,5.77,103003
124.14,ACDC-ThunderStruck,363.51,8.34,103004
117.57,Rage_Against_The_Machine-Testify,500.98,7.39,103005
114.33,Camila_Cabello-Havana,407.81,12.29,103006
119.16,Drake-Gods_Plan,324.95,14.39,103007
124.29,Other,421.26,9.4,103008
116.64,Camila_Cabello-Havana,397.42,12.59,103009
120.71,Rage_Against_The_Machine-Testify,336.88,11.6,103010
118.16,Mozart-Die_Zauberflote,419.55,14.42,103011
123.13,Drake-Gods_Plan,419.22,9.28,103012
123.61,Ed_Sheeran-Perfect,430.17,6.58,103013
118.43,Ed_Sheeran-Perfect,326.59,9.21,103014
127.33,ACDC-ThunderStruck,369.16,8.12,103015
116.94,Ed_Sheeran-Perfect,319.67,9.39,103016
116.51,Camila_Cabello-Havana,451.95,11.15,103017
119.17,Drake-Gods_Plan,434.32,11.66,103018
121.58,Drake-Gods_Plan,421.75,9.32,103019
116.85,Mozart-Die_Zauberflote,520.77,4.3,103020
125,Ed_Sheeran-Perfect,415.45,7.09,103021
123.12,Drake-Gods_Plan,503.63,7.24,103022
122.45,ACDC-ThunderStruck,341.93,8.79,103023
125.88,ACDC-ThunderStruck,448.73,6.09,103024
120.94,ACDC-ThunderStruck,201.85,12.36,103025
120.14,ACDC-ThunderStruck,378.56,7.91,103026
118.97,Drake-Gods_Plan,375.23,10.6,103027
115.92,Mozart-Die_Zauberflote,341.28,16.63,103028
120.45,Rage_Against_The_Machine-Testify,401.93,15.02,103029
117.13,Drake-Gods_Plan,250.76,13.85,103030
117.13,ACDC-ThunderStruck,490.25,5.01,103031
115.11,Other,460.51,5.72,103032
123.46,Camila_Cabello-Havana,449.91,11.3,103033
120.08,Drake-Gods_Plan,347.22,11.26,103034
115.49,Drake-Gods_Plan,589.95,10.15,103035
120.51,Ed_Sheeran-Perfect,343.12,8.8,103036
120.67,Other,516.27,9.52,103037
116.27,Camila_Cabello-Havana,467.14,13.2,103038
120.86,Ed_Sheeran-Perfect,287.93,10.22,103039
117.07,Mozart-Die_Zauberflote,371.53,8.07,103040
119.52,Drake-Gods_Plan,450.17,8.59,103041
120.81,Drake-Gods_Plan,383.86,10.33,103042
120.8,Ed_Sheeran-Perfect,532.15,4,103043
125.45,Ed_Sheeran-Perfect,560.32,10.92,103044
118.38,Drake-Gods_Plan,552.36,6.07,103045
125.83,Ed_Sheeran-Perfect,621.78,1.71,103046
124.99,ACDC-ThunderStruck,468.11,5.56,103047
122.63,Drake-Gods_Plan,494.62,7.48,103048
132.57,Ed_Sheeran-Perfect,313.19,9.62,103049
122.66,Drake-Gods_Plan,426.09,9.14,103050
116.97,Ed_Sheeran-Perfect,440.67,6.39,103051
119.49,ACDC-ThunderStruck,211.56,12.03,103052
123.85,Camila_Cabello-Havana,341.68,13.88,103053
122.54,Other,479.47,7.89,103054
121.31,Other,506.82,4.78,103055
125.36,Rage_Against_The_Machine-Testify,460.82,5.87,103056
119.94,Drake-Gods_Plan,336.9,11.66,103057
120.11,Camila_Cabello-Havana,274.49,15.5,103058
117.38,Rage_Against_The_Machine-Testify,505.66,7.18,103059
117.48,Rage_Against_The_Machine-Testify,349.79,8.62,103060
123.42,Mozart-Die_Zauberflote,314.13,14.58,103061
124.59,Drake-Gods_Plan,376.13,10.48,103062
116.29,Mozart-Die_Zauberflote,491.65,10.15,103063
116.3,Ed_Sheeran-Perfect,577.09,2.67,103064
121.2,Drake-Gods_Plan,426.49,9.2,103065
128.56,Other,405.02,9.92,103066
117.65,Other,310.43,12.15,103067
116.82,Ed_Sheeran-Perfect,372.33,8.27,103068
120.73,Other,323.91,11.86,103069
117.68,Ed_Sheeran-Perfect,354.69,16.27,103070
123.51,Mozart-Die_Zauberflote,312.82,14.61,103071
121.56,Ed_Sheeran-Perfect,372.14,8.07,103072
125.19,Ed_Sheeran-Perfect,293.03,10.2,103073
124.43,Rage_Against_The_Machine-Testify,484.49,10.32,103074
116.81,Ed_Sheeran-Perfect,344.21,11.32,103075
118.17,ACDC-ThunderStruck,211.04,19.73,103076
116.57,Drake-Gods_Plan,422.49,9.41,103077
122.63,Other,273.75,15.78,103078
116.87,ACDC-ThunderStruck,349.05,8.67,103079
115.86,Camila_Cabello-Havana,345.9,14,103080
121.54,Camila_Cabello-Havana,350.7,13.73,103081
117.15,Camila_Cabello-Havana,376.33,13.04,103082
123.37,Camila_Cabello-Havana,435.41,9.01,103083
121.36,Ed_Sheeran-Perfect,443.55,6.38,103084
124.84,Camila_Cabello-Havana,482.43,7.75,103085
125.65,Camila_Cabello-Havana,274.77,15.6,103086
117.48,Ed_Sheeran-Perfect,431.94,6.62,103087
119.2,Drake-Gods_Plan,418.59,9.51,103088
118.56,Ed_Sheeran-Perfect,326.76,9.32,103089
123.26,Camila_Cabello-Havana,301.23,15.01,103090
119.79,Camila_Cabello-Havana,628.37,6.77,103091
128.38,Camila_Cabello-Havana,432.66,11.51,103092
119.51,Ed_Sheeran-Perfect,340.85,8.75,103093
118.4,Rage_Against_The_Machine-Testify,167.21,15.91,103094
125.33,ACDC-ThunderStruck,500.16,4.78,103095
122.87,Ed_Sheeran-Perfect,345.36,8.75,103096
120.64,Rage_Against_The_Machine-Testify,533.88,11.67,103097
119.2,Ed_Sheeran-Perfect,366.05,8.11,103098
117.1,Camila_Cabello-Havana,382.59,13,103099
116.34,Drake-Gods_Plan,431.88,9.12,103100
117.96,Drake-Gods_Plan,242.1,11.41,103101
118.9,Camila_Cabello-Havana,452.03,11.15,103102
117.43,Ed_Sheeran-Perfect,393.42,7.55,103103
120.92,Drake-Gods_Plan,538.51,6.34,103104
122.08,Drake-Gods_Plan,368.76,10.63,103105
114.74,Other,450.18,8.7,103106
135.86,Camila_Cabello-Havana,522.67,9.22,103107
117.27,Drake-Gods_Plan,345.05,11.32,103108
120.08,Drake-Gods_Plan,395.47,10.14,103109
117.75,Rage_Against_The_Machine-Testify,535.75,6.5,103110
114.31,Mozart-Die_Zauberflote,500.61,12.33,103111
117.47,Camila_Cabello-Havana,475.52,10.61,103112
122.39,Drake-Gods_Plan,257.71,13.7,103113
116.12,Camila_Cabello-Havana,351.94,13.58,103114
132.35,ACDC-ThunderStruck,368.12,8.03,103115
116.31,Ed_Sheeran-Perfect,274.98,10.43,103116
115.46,Mozart-Die_Zauberflote,295.29,12.49,103117
124.12,Camila_Cabello-Havana,393.31,12.52,103118
121.87,ACDC-ThunderStruck,451.73,6.13,103119
117.42,Drake-Gods_Plan,447.98,8.6,103120
133.07,Rage_Against_The_Machine-Testify,485.24,12.8,103121
123.09,Drake-Gods_Plan,442.47,8.75,103122
118.23,Ed_Sheeran-Perfect,295.22,10.11,103123
118.4,Drake-Gods_Plan,200.79,15.04,103124
122.32,Rage_Against_The_Machine-Testify,559.61,8.49,103125
115.65,Ed_Sheeran-Perfect,446.56,11.31,103126
121.06,Mozart-Die_Zauberflote,382.11,12.98,103127
121.37,Rage_Against_The_Machine-Testify,311.54,14.65,103128
120.79,Drake-Gods_Plan,354.17,8.51,103129
122.77,Drake-Gods_Plan,384.03,10.18,103130
118.15,ACDC-ThunderStruck,414.74,7.18,103131
127.07,Camila_Cabello-Havana,468.02,10.72,103132
123.9,Drake-Gods_Plan,342.09,11.5,103133
116.97,Rage_Against_The_Machine-Testify,254.55,18.75,103134
115.72,Ed_Sheeran-Perfect,348.04,8.74,103135
117.92,Camila_Cabello-Havana,572.68,7.93,103136
116.34,Ed_Sheeran-Perfect,393.04,7.5,103137
118.21,Ed_Sheeran-Perfect,319.25,9.38,103138
120.38,Ed_Sheeran-Perfect,318.43,9.54,103139
120.53,Ed_Sheeran-Perfect,361.68,8.18,103140
117.97,Other,534.07,6.59,103141
123.58,Other,507.67,4.53,103142
115.87,Mozart-Die_Zauberflote,456.86,13.56,103143
127.32,Mozart-Die_Zauberflote,593.45,7.45,103144
120,Drake-Gods_Plan,470.08,8.15,103145
117.26,Camila_Cabello-Havana,370.89,13.17,103146
120.2,Ed_Sheeran-Perfect,284.14,10.27,103147
121.17,Rage_Against_The_Machine-Testify,365.64,15.74,103148
118.56,Drake-Gods_Plan,375.68,8.06,103149
116.66,Drake-Gods_Plan,485.11,10.39,103150
115.2,Ed_Sheeran-Perfect,531.02,4.1,103151
121.25,Other,390.17,10.22,103152
118.35,Drake-Gods_Plan,387.27,10.34,103153
116.07,Ed_Sheeran-Perfect,427.97,6.6,103154
119.87,ACDC-ThunderStruck,466.69,5.67,103155
116.82,Rage_Against_The_Machine-Testify,173.34,20.78,103156
121.22,ACDC-ThunderStruck,423.06,6.79,103157
119.78,Drake-Gods_Plan,407.94,9.77,103158
122.7,ACDC-ThunderStruck,427.91,6.72,103159
123.9,Drake-Gods_Plan,562.9,5.74,103160
122.58,Rage_Against_The_Machine-Testify,496.54,12.46,103161
126.69,Camila_Cabello-Havana,354.09,13.81,103162
115.78,Drake-Gods_Plan,332.45,11.56,103163
119.17,Rage_Against_The_Machine-Testify,306.55,12.22,103164
118.29,Ed_Sheeran-Perfect,533.67,4,103165
115.64,Camila_Cabello-Havana,352.29,13.6,103166
116.3,Camila_Cabello-Havana,333.75,14.14,103167
116.64,Ed_Sheeran-Perfect,382.38,7.92,103168
122.73,Ed_Sheeran-Perfect,333.03,9.04,103169
118.15,Ed_Sheeran-Perfect,327.22,9.23,103170
123.12,Camila_Cabello-Havana,358.5,13.35,103171
120.56,Drake-Gods_Plan,427.94,9.26,103172
119.5,Other,526.64,11.78,103173
116.23,Other,425.51,9.27,103174
116.29,ACDC-ThunderStruck,307.28,17.41,103175
120.96,Camila_Cabello-Havana,427.73,11.86,103176
117.41,Drake-Gods_Plan,387.37,10.11,103177
120.69,Drake-Gods_Plan,328.05,9.06,103178
122.68,Other,471.12,8.14,103179
118.56,Ed_Sheeran-Perfect,534.98,4.03,103180
117.66,ACDC-ThunderStruck,319.61,14.6,103181
117.94,Camila_Cabello-Havana,379.65,12.94,103182
121.28,Drake-Gods_Plan,480.55,7.9,103183
118.02,Drake-Gods_Plan,444.16,8.97,103184
124.44,Mozart-Die_Zauberflote,566.73,5.76,103185
114.98,Rage_Against_The_Machine-Testify,347.15,16.45,103186
118.38,Mozart-Die_Zauberflote,329.64,9.23,103187
117.48,Camila_Cabello-Havana,583.86,5.33,103188
123.71,ACDC-ThunderStruck,517.55,9.48,103189
123.39,Ed_Sheeran-Perfect,263.77,10.95,103190
115.21,Rage_Against_The_Machine-Testify,431.34,9.14,103191
123.13,Ed_Sheeran-Perfect,298.38,15.11,103192
118.86,Ed_Sheeran-Perfect,409.57,12.2,103193
122.05,Ed_Sheeran-Perfect,499.51,4.63,103194
121.28,Rage_Against_The_Machine-Testify,318.95,17.18,103195
116.53,Ed_Sheeran-Perfect,256.59,10.95,103196
120.27,Drake-Gods_Plan,380.39,10.41,103197
120.85,Other,575.06,5.46,103198
123.24,Drake-Gods_Plan,305.76,12.48,103199
115.98,Camila_Cabello-Havana,441.39,11.38,103200
117.51,Other,223.99,14.46,103201
124.82,Other,434.74,8.96,103202
120.26,Other,307.37,12.37,103203
119.99,Drake-Gods_Plan,397.86,10.04,103204
116.37,Drake-Gods_Plan,190.28,15.27,103205
121.68,ACDC-ThunderStruck,231.63,11.74,103206
119.24,Drake-Gods_Plan,294.13,12.6,103207
117.76,Other,410.36,9.67,103208
121.63,Mozart-Die_Zauberflote,444.33,6.31,103209
120.79,Camila_Cabello-Havana,502.64,10,103210
120.6,ACDC-ThunderStruck,359.28,16.01,103211
126.44,Camila_Cabello-Havana,479.64,10.5,103212
121.08,ACDC-ThunderStruck,370.8,10.59,103213
116.44,Camila_Cabello-Havana,334.33,11.61,103214
114.89,Mozart-Die_Zauberflote,330.55,14.28,103215
115.02,Drake-Gods_Plan,425.49,9.25,103216
120.73,Other,355.73,11.02,103217
117.6,Drake-Gods_Plan,352.46,11.12,103218
122.24,Drake-Gods_Plan,406.61,12.36,103219
118.61,Drake-Gods_Plan,523.8,6.87,103220
118.64,Mozart-Die_Zauberflote,305.4,14.9,103221
117.74,Ed_Sheeran-Perfect,347.58,8.59,103222
116.07,ACDC-ThunderStruck,383.06,7.86,103223
116.77,ACDC-ThunderStruck,353.67,11.21,103224
120.15,Camila_Cabello-Havana,355.04,13.55,103225
119.33,Mozart-Die_Zauberflote,450.43,11.19,103226
121.82,Mozart-Die_Zauberflote,479.74,10.47,103227
118.77,Ed_Sheeran-Perfect,351.1,8.58,103228
121.65,Other,338.28,11.39,103229
116.2,Camila_Cabello-Havana,411.37,12.19,103230
120.34,Mozart-Die_Zauberflote,528.31,9.12,103231
114.33,Ed_Sheeran-Perfect,364.1,8.31,103232
121.35,Mozart-Die_Zauberflote,444.21,6.18,103233
117.07,Ed_Sheeran-Perfect,206.6,12.4,103234
124.11,Camila_Cabello-Havana,274.18,15.61,103235
120.47,Drake-Gods_Plan,406.25,9.8,103236
126.42,Other,545.43,6.18,103237
116.66,Rage_Against_The_Machine-Testify,534.56,11.59,103238
115.6,ACDC-ThunderStruck,379.69,7.93,103239
120.09,Ed_Sheeran-Perfect,399.46,7.32,103240
118.73,Drake-Gods_Plan,329.37,11.69,103241
121.27,Other,378.74,10.34,103242
116.84,Drake-Gods_Plan,343.82,11.34,103243
123.65,Drake-Gods_Plan,354.43,11.09,103244
115.72,Other,546.44,6.19,103245
119.93,Drake-Gods_Plan,297.05,12.57,103246
117.55,ACDC-ThunderStruck,503.88,7.22,103247
128.55,Mozart-Die_Zauberflote,415.17,11.9,103248
120.57,Drake-Gods_Plan,378.06,8,103249
121.1,Camila_Cabello-Havana,630.03,6.65,103250
122.2,ACDC-ThunderStruck,252.04,11.15,103251
120.97,Mozart-Die_Zauberflote,428.47,11.67,103252
116.86,Ed_Sheeran-Perfect,621.33,1.78,103253
119.72,Camila_Cabello-Havana,349.43,13.76,103254
132.31,Mozart-Die_Zauberflote,333.83,9.2,103255
122.42,ACDC-ThunderStruck,338.81,8.91,103256
119.58,Drake-Gods_Plan,257.72,13.47,103257
118.24,Camila_Cabello-Havana,326.91,11.8,103258
115.75,Ed_Sheeran-Perfect,265.6,10.85,103259
118.73,Drake-Gods_Plan,358.31,11.09,103260
118.89,Camila_Cabello-Havana,446.34,11.27,103261
117.43,Camila_Cabello-Havana,355.43,13.53,103262
114.83,Ed_Sheeran-Perfect,430.41,6.62,103263
122.74,ACDC-ThunderStruck,416.8,6.96,103264
115.67,Mozart-Die_Zauberflote,475.71,5.31,103265
117.84,Ed_Sheeran-Perfect,572.24,3.02,103266
120.77,Rage_Against_The_Machine-Testify,416.85,14.68,103267
116.37,Drake-Gods_Plan,284.52,12.93,103268
123.34,Other,255.23,13.85,103269
119.54,Camila_Cabello-Havana,564.68,8.34,103270
122.45,Drake-Gods_Plan,337.74,11.57,103271
125.16,Mozart-Die_Zauberflote,466.96,5.66,103272
123.12,Drake-Gods_Plan,317.22,9.52,103273
120.42,Camila_Cabello-Havana,388.48,12.82,103274
113.58,Mozart-Die_Zauberflote,397.54,9.99,103275
119.99,Other,351.54,11.11,103276
127.69,Ed_Sheeran-Perfect,400.31,9.78,103277
118.61,ACDC-ThunderStruck,324.88,9.3,103278
114.7,Camila_Cabello-Havana,303.95,14.87,103279
127.6,Rage_Against_The_Machine-Testify,446.87,13.81,103280
116.04,ACDC-ThunderStruck,439.3,6.54,103281
120.05,Camila_Cabello-Havana,517.42,9.5,103282
123.4,Ed_Sheeran-Perfect,362.13,10.9,103283
120.19,Ed_Sheeran-Perfect,504.64,4.59,103284
115.88,Rage_Against_The_Machine-Testify,525.51,11.75,103285
117.77,Ed_Sheeran-Perfect,631.43,1.63,103286
121.57,Drake-Gods_Plan,463.07,8.4,103287
118.32,Drake-Gods_Plan,469.22,8.09,103288
125.44,Other,226.04,14.42,103289
118.64,Rage_Against_The_Machine-Testify,378.06,12.97,103290
120.76,Camila_Cabello-Havana,281.44,15.62,103291
123.8,Rage_Against_The_Machine-Testify,678.02,7.81,103292
123.81,Mozart-Die_Zauberflote,242.04,13.88,103293
119.76,Other,405.78,9.79,103294
128.97,Other,278.61,12.86,103295
126.87,Rage_Against_The_Machine-Testify,619.41,1.89,103296
124.21,ACDC-ThunderStruck,293.08,10.11,103297
117.88,Drake-Gods_Plan,167.59,15.85,103298
126.1,Camila_Cabello-Havana,485.78,10.07,103299
121.18,Ed_Sheeran-Perfect,437.08,6.31,103300
121.83,Camila_Cabello-Havana,406.24,12.39,103301
119.46,Other,310.81,14.83,103302
122.44,Drake-Gods_Plan,363.63,10.96,103303
116.45,Ed_Sheeran-Perfect,308.39,9.67,103304
125.33,Drake-Gods_Plan,227.41,14.41,103305
122.76,Rage_Against_The_Machine-Testify,392.67,7.62,103306
120.55,Drake-Gods_Plan,309.08,12.34,103307
123.62,Camila_Cabello-Havana,466.3,13.32,103308
123.58,Camila_Cabello-Havana,518.63,9.43,103309
116.18,Drake-Gods_Plan,432.42,9.14,103310
131.23,Ed_Sheeran-Perfect,346.32,13.91,103311
118.15,Ed_Sheeran-Perfect,198.11,17.69,103312
126.17,Ed_Sheeran-Perfect,467.87,8.26,103313
120.03,Drake-Gods_Plan,334.01,11.53,103314
117.49,Mozart-Die_Zauberflote,422.98,11.9,103315
117.56,Camila_Cabello-Havana,461.63,10.9,103316
121.75,Other,397.52,9.99,103317
120.21,Ed_Sheeran-Perfect,407.75,7.24,103318
118.7,Other,185.29,15.36,103319
121.54,Rage_Against_The_Machine-Testify,520.4,4.35,103320
119.29,Camila_Cabello-Havana,363.22,13.38,103321
120.9,Other,246.19,13.83,103322
118.21,ACDC-ThunderStruck,337.75,9.03,103323
116.98,Other,215.78,11.99,103324
118.65,Rage_Against_The_Machine-Testify,433.15,14.24,103325
117.26,Camila_Cabello-Havana,532.3,6.58,103326
118.22,Ed_Sheeran-Perfect,551.28,3.58,103327
118.06,Other,304.39,12.37,103328
122.01,Drake-Gods_Plan,422.91,11.94,103329
119.6,ACDC-ThunderStruck,462.18,10.89,103330
116.76,Drake-Gods_Plan,165.44,18.55,103331
120.03,Mozart-Die_Zauberflote,462.6,13.35,103332
114.96,Other,239.73,13.92,103333
116.29,Mozart-Die_Zauberflote,448.25,6.17,103334
117.66,Ed_Sheeran-Perfect,403.76,7.32,103335
118.76,ACDC-ThunderStruck,354.45,11.31,103336
120.53,Other,246.73,18.88,103337
118.61,Camila_Cabello-Havana,348.75,13.72,103338
115.44,Drake-Gods_Plan,364.9,10.82,103339
117.97,ACDC-ThunderStruck,367.41,10.82,103340
116.32,ACDC-ThunderStruck,430.52,6.57,103341
119.46,ACDC-ThunderStruck,400.94,9.81,103342
121.96,Other,386.6,10.21,103343
121.67,Ed_Sheeran-Perfect,257.43,10.93,103344
116.49,Camila_Cabello-Havana,197.98,12.48,103345
118.54,Camila_Cabello-Havana,363.89,13.33,103346
121.14,ACDC-ThunderStruck,439.94,6.49,103347
116.5,ACDC-ThunderStruck,398.44,7.48,103348
119.21,Drake-Gods_Plan,325.59,11.91,103349
116.83,ACDC-ThunderStruck,383.98,12.89,103350
113.71,Camila_Cabello-Havana,336.99,14.12,103351
116.54,Drake-Gods_Plan,556.94,5.82,103352
123.15,Camila_Cabello-Havana,527.45,9.31,103353
114,Other,513.7,4.44,103354
123.79,Other,277.08,10.43,103355
120.92,Camila_Cabello-Havana,323.87,14.29,103356
119.39,Camila_Cabello-Havana,421.29,12.06,103357
114.87,Ed_Sheeran-Perfect,252.35,11.05,103358
129.76,Camila_Cabello-Havana,347.4,13.82,103359
118.31,Mozart-Die_Zauberflote,372.18,7.97,103360
116.94,Ed_Sheeran-Perfect,242.33,11.62,103361
123.3,Camila_Cabello-Havana,317.85,14.58,103362
126.99,Ed_Sheeran-Perfect,461.78,5.83,103363
116.78,Rage_Against_The_Machine-Testify,420.65,6.95,103364
114.51,Camila_Cabello-Havana,574.52,8.1,103365
120.96,Drake-Gods_Plan,371.84,10.7,103366
116.57,ACDC-ThunderStruck,510.75,7.11,103367
119.93,Camila_Cabello-Havana,506.96,9.7,103368
127.36,Ed_Sheeran-Perfect,419.12,6.91,103369
123.14,Mozart-Die_Zauberflote,431.17,11.61,103370
121.25,Rage_Against_The_Machine-Testify,245.32,11.28,103371
122.74,ACDC-ThunderStruck,434.65,6.58,103372
123.09,Drake-Gods_Plan,339.29,11.4,103373
115.48,Drake-Gods_Plan,532.66,9.15,103374
118.45,Drake-Gods_Plan,268.75,13.23,103375
114.61,Other,393.01,10.07,103376
119.99,ACDC-ThunderStruck,375.32,10.43,103377
120.62,Mozart-Die_Zauberflote,454.4,11.1,103378
121.24,Ed_Sheeran-Perfect,619.36,4.39,103379
118.78,Drake-Gods_Plan,417.45,11.9,103380
123.95,Camila_Cabello-Havana,292.53,15.25,103381
127.88,Drake-Gods_Plan,302.11,9.87,103382
115.3,Ed_Sheeran-Perfect,394.51,7.48,103383
124.92,Drake-Gods_Plan,595.05,7.55,103384
115.8,Camila_Cabello-Havana,273.22,15.69,103385
118.22,Mozart-Die_Zauberflote,394.98,12.41,103386
122.89,Ed_Sheeran-Perfect,231.89,11.56,103387
121.58,Drake-Gods_Plan,325.36,11.79,103388
121.03,Rage_Against_The_Machine-Testify,438.86,6.5,103389
116.98,Ed_Sheeran-Perfect,286.19,10.31,103390
119.79,Other,341.15,13.99,103391
119.5,Camila_Cabello-Havana,336.89,14.03,103392
118.06,Other,456.21,8.54,103393
122.7,Rage_Against_The_Machine-Testify,448.95,11.39,103394
115.32,Camila_Cabello-Havana,433.04,11.68,103395
122.5,Ed_Sheeran-Perfect,379.95,10.47,103396
120.61,Other,398.13,7.61,103397
115.75,Camila_Cabello-Havana,337.91,14.07,103398
117.56,Rage_Against_The_Machine-Testify,324.93,16.99,103399
117.34,Ed_Sheeran-Perfect,418.97,6.95,103400
124.19,Drake-Gods_Plan,632.24,3.95,103401
117.92,Drake-Gods_Plan,451.24,8.66,103402
119.24,Camila_Cabello-Havana,480.88,10.27,103403
116.58,Mozart-Die_Zauberflote,342.7,16.39,103404
116.77,Drake-Gods_Plan,533.52,6.57,103405
121.42,Other,564.04,5.61,103406
119.1,Camila_Cabello-Havana,382.24,12.84,103407
117.73,Ed_Sheeran-Perfect,372.87,8.19,103408
129.38,Other,498.86,7.27,103409
118.05,Camila_Cabello-Havana,309.75,9.63,103410
116,Ed_Sheeran-Perfect,503.07,4.82,103411
123.94,Rage_Against_The_Machine-Testify,531.39,11.71,103412
118.1,Camila_Cabello-Havana,416.72,9.7,103413
120.8,Other,447.07,13.86,103414
114.86,ACDC-ThunderStruck,431.63,6.6,103415
121,Ed_Sheeran-Perfect,253.77,11.2,103416
122.3,ACDC-ThunderStruck,395.57,10.1,103417
118.28,Other,409.12,9.67,103418
120.13,Other,476.39,10.39,103419
119.98,Mozart-Die_Zauberflote,393.46,7.69,103420
114.99,Other,426.09,9.25,103421
122.01,Mozart-Die_Zauberflote,312.73,12.35,103422
116.97,Drake-Gods_Plan,414.8,9.55,103423
127.07,Ed_Sheeran-Perfect,540.04,3.83,103424
117.92,Rage_Against_The_Machine-Testify,382.68,12.79,103425
129.65,Camila_Cabello-Havana,297.18,15.09,103426
120.77,Mozart-Die_Zauberflote,463.59,5.72,103427
118.07,Drake-Gods_Plan,283.51,12.85,103428
131.91,ACDC-ThunderStruck,330.09,9.07,103429
117.55,Drake-Gods_Plan,549.4,6.03,103430
119.13,Other,284.08,12.8,103431
124.03,Ed_Sheeran-Perfect,163.79,13.38,103432
120.31,ACDC-ThunderStruck,385.02,7.7,103433
121.93,Rage_Against_The_Machine-Testify,323.85,16.97,103434
120.28,Other,173.51,18.36,103435
120.17,Drake-Gods_Plan,328.31,11.74,103436
119.1,Mozart-Die_Zauberflote,270.84,15.77,103437
119.17,Ed_Sheeran-Perfect,422.14,14.53,103438
117.59,Ed_Sheeran-Perfect,469.18,5.74,103439
117.8,Ed_Sheeran-Perfect,372.65,8.19,103440
121.66,Ed_Sheeran-Perfect,477.53,5.43,103441
120.8,Other,473.23,7.93,103442
121.15,Ed_Sheeran-Perfect,391.12,7.52,103443
115.49,Drake-Gods_Plan,399.67,10,103444
122.75,Camila_Cabello-Havana,247.86,11.31,103445
122.17,Other,239.31,13.99,103446
118.39,ACDC-ThunderStruck,456.85,5.98,103447
122.84,Drake-Gods_Plan,445.13,8.73,103448
115.79,Camila_Cabello-Havana,457.51,10.96,103449
123.86,Drake-Gods_Plan,309.51,12.07,103450
118.85,Other,205.87,17.56,103451
119.77,Ed_Sheeran-Perfect,413.36,7.05,103452
120.25,Ed_Sheeran-Perfect,467.51,5.69,103453
120.87,Camila_Cabello-Havana,367.61,13.3,103454
120.32,Rage_Against_The_Machine-Testify,361.6,16.06,103455
118.24,Ed_Sheeran-Perfect,603.65,2.21,103456
124.9,ACDC-ThunderStruck,370.26,8.14,103457
123.52,Rage_Against_The_Machine-Testify,285.25,17.93,103458
118.58,Drake-Gods_Plan,436.31,6.45,103459
123.1,Ed_Sheeran-Perfect,345.69,8.88,103460
120.64,Drake-Gods_Plan,399.75,14.94,103461
117.19,ACDC-ThunderStruck,377.42,10.43,103462
116.38,Camila_Cabello-Havana,447.27,6.26,103463
116.82,Rage_Against_The_Machine-Testify,256.48,11.06,103464
120.78,Mozart-Die_Zauberflote,391.3,12.72,103465
121.07,Drake-Gods_Plan,474.6,5.4,103466
114.49,Rage_Against_The_Machine-Testify,458.25,13.51,103467
123.62,ACDC-ThunderStruck,427.11,6.75,103468
121.38,Camila_Cabello-Havana,265.94,15.76,103469
125.76,Mozart-Die_Zauberflote,446.43,11.25,103470
119.85,Ed_Sheeran-Perfect,434.55,6.47,103471
120.08,Drake-Gods_Plan,226.62,14.32,103472
119.92,ACDC-ThunderStruck,309.93,14.76,103473
116.64,Ed_Sheeran-Perfect,459.8,5.85,103474
116.66,ACDC-ThunderStruck,312.18,9.63,103475
119.99,Mozart-Die_Zauberflote,415.29,12.15,103476
120.65,Other,314.66,17.24,103477
116.72,Ed_Sheeran-Perfect,390.54,7.63,103478
118.1,ACDC-ThunderStruck,323.77,17,103479
117.78,ACDC-ThunderStruck,450.78,6.19,103480
120.92,Other,374.75,10.52,103481
116.6,Drake-Gods_Plan,426.28,9.27,103482
120.7,Other,400.1,9.8,103483
121.93,Other,538.94,6.46,103484
120.62,Drake-Gods_Plan,380.36,10.51,103485
117.54,Ed_Sheeran-Perfect,371.65,8.09,103486
119.68,ACDC-ThunderStruck,268.43,10.64,103487
115.36,Drake-Gods_Plan,281.73,12.93,103488
122.58,Rage_Against_The_Machine-Testify,316.82,17.13,103489
119.13,Camila_Cabello-Havana,420.47,12.05,103490
121.84,ACDC-ThunderStruck,349.74,13.67,103491
125.87,Other,345.94,11.24,103492
123.6,Other,455.49,8.51,103493
120.6,Camila_Cabello-Havana,356.55,13.56,103494
122.93,Camila_Cabello-Havana,224.51,14.37,103495
120.12,Drake-Gods_Plan,256.07,11.07,103496
119.37,Ed_Sheeran-Perfect,571.5,2.92,103497
